name,latitude,longitude,postcode,chargeDeviceStatus,deviceControllerName
Newcastle Civic Centre Surface,54.978505,-1.610675,NE1 8PP,In service,Charge Your Car
Newcastle Civic Centre Surface,54.978805,-1.610728,NE1 8PP,In service,Charge Your Car
Civic Centre Underground Car Park,54.978505,-1.610228,NE1 8PP,In service,Charge Your Car
Gateshead Civic Centre,54.958578,-1.602821,NE10 0PD,In service,Charge Your Car
Gateshead Civic Centre,54.958478,-1.602921,NE10 0PD,In service,Charge Your Car
Stella House,54.9688,-1.713924,NE15 8NY,In service,Charge Your Car
Stella House,54.968929,-1.713924,NE15 8NY,In service,Charge Your Car
Nissan WEST NMUK Reception,54.920977,-1.471537,SR5 3NS,In service,Charge Your Car
Nissan WEST NMUK Reception,54.921977,-1.471437,SR5 3NS,In service,Charge Your Car
Stockton Riverside College,54.562263,-1.299734,TS17 6FB,In service,Charge Your Car
Stockton Riverside College,54.562163,-1.29971,TS17 6FB,In service,Charge Your Car
Bede Sixth Form College,54.61662,-1.282068,TS23 3HB,In service,Charge Your Car
Bede Sixth Form College,54.61654,-1.28206,TS23 3HB,In service,Charge Your Car
City Learning Centre,54.618071,-1.281513,TS23 3QJ,In service,Charge Your Car
Yarm Station Car Park,54.493849,-1.352844,TS15 9EH,In service,Charge Your Car
Teesside University Clarendon Road,54.571284,-1.234692,TS1 3DP,In service,Charge Your Car
Teesside University Clarendon Road,54.571384,-1.234692,TS1 3DP,In service,Charge Your Car
Durham University New Engineering ,54.7665,-1.569746,DH1 3LE,In service,Charge Your Car
Durham University Ebsworth Building,54.562539,-1.296173,TS17 6BH,In service,Charge Your Car
Newcastle University Visitors Car Park,54.979692,-1.613544,NE1 7RU,In service,Charge Your Car
Salvus House,54.788611,-1.585549,DH1 5TS,In service,Charge Your Car
Salvus House,54.788711,-1.585549,DH1 5TS,In service,Charge Your Car
Central Square South,54.967003,-1.613909,NE1 3XX,In service,Charge Your Car
University of Sunderland St Peters Campus,54.912357,-1.372204,SR6 3SD,In service,Charge Your Car
University of Sunderland St Peters Campus,54.912317,-1.372204,SR6 3SD,In service,Charge Your Car
Cobalt Business Exchange,55.01559,-1.503687,NE28 9NZ,In service,Charge Your Car
Teesside University Clarendon Road,54.571484,-1.234692,TS1 3DP,In service,Charge Your Car
Teesside University Clarendon Road,54.571584,-1.234692,TS1 3DP,In service,Charge Your Car
Cobalt Business Exchange,55.0156,-1.50347,NE28 9NZ,In service,Charge Your Car
Condercum Road Depot,54.973204,-1.661165,NE4 8XN,In service,Charge Your Car
Durham County Hall,54.7854,-1.58517,DH1 5UQ,In service,Charge Your Car
Your Homes Newcastle,55.009181,-1.599109,NE7 7LX,In service,Charge Your Car
Your Homes Newcastle,55.009381,-1.599109,NE7 7LX,In service,Charge Your Car
Wealden District Council,50.864806,0.259997,BN27 2AX,In service,Charge Your Car
Wealden District Council,50.864806,0.259897,BN27 2AX,In service,Charge Your Car
Kingsway House,54.607081,-1.294407,TS23 2NX,In service,Charge Your Car
University of Sunderland City Space,54.904491,-1.392698,SR1 3SD,In service,Charge Your Car
University of Sunderland City Space,54.904591,-1.392698,SR1 3SD,In service,Charge Your Car
Durham County Council Offices,54.702105,-1.578579,DL16 6JQ,In service,Charge Your Car
Cygnet Way,54.830433,-1.483291,DH45QY,In service,Charge Your Car
Cygnet Way,54.832433,-1.483291,DH45QY,In service,Charge Your Car
Cygnet Way,54.831433,-1.483291,DH45QY,In service,Charge Your Car
Durham County Council Offices,54.702005,-1.578479,DL16 6JQ,In service,Charge Your Car
Condercum Road Depot,54.9731,-1.661135,NE4 8XN,In service,Charge Your Car
Teesside University Darlington Campus,54.527155,-1.542441,DL1 1JW,In service,Charge Your Car
Teesside University Darlington Campus,54.529155,-1.542441,DL1 1JW,In service,Charge Your Car
Teesside University Darlington Campus,54.528155,-1.542441,DL1 1JW,In service,Charge Your Car
Wellmere Road,54.88082,-1.371616,SR2 9TE,In service,Charge Your Car
Houghton and Hetton Depot,54.848356,-1.502372,DH4 6JN,In service,Charge Your Car
Maritime House,54.978472,-1.448298,NE34 9PT,In service,Charge Your Car
Abbotts Hill,54.966778,-1.59476,NE8 3DF,In service,Charge Your Car
Abbotts Hill,54.966678,-1.59466,NE8 3DF,In service,Charge Your Car
The Eco Centre,54.984584,-1.505821,NE31 1SR,In service,Charge Your Car
Nissan EAST NMUK Offices,54.921399,-1.467766,SR5 3NS,In service,Charge Your Car
Nissan EAST NMUK Offices,54.921299,-1.467766,SR5 3NS,In service,Charge Your Car
Border House,54.980117,-2.082049,NE46 4TY,In service,Charge Your Car
Border House,54.980217,-2.082132,NE46 4TY,In service,Charge Your Car
Quorum Business Park,55.020299,-1.579031,NE12 8FB,In service,Charge Your Car
Renewable Academy ,54.989979,-1.527589,NE28 6HS,In service,Charge Your Car
Middle Engine Lane Police Stations,55.010744,-1.502738,NE28 9NT,In service,Charge Your Car
Bedlington Police Station,55.133332,-1.594031,NE22 7LA,In service,Charge Your Car
Etal Lane Police Station,54.99994,-1.680266,NE5 4AW,In service,Charge Your Car
Gilbridge Avenue Police Station,54.907121,-1.388899,SR1 3AW,In service,Charge Your Car
Komatsu UK,54.890317,-1.578858,DH3 2QX,In service,Charge Your Car
Northumbria University Coach Lane Campus,55.004885,-1.571115,NE7 7XA,In service,Charge Your Car
Hyperdrive Innovation LTD,55.10325,-1.615021,NE23 1WG,In service,Charge Your Car
Hyperdrive Innovation LTD,55.10315,-1.615021,NE23 1WG,In service,Charge Your Car
County Hall,55.153114,-1.686299,NE61 2EF,In service,POD Point
Gateshead College Nissan Site,54.922758,-1.470996,SR5 3NS,In service,POD Point
Gateshead College Autoskills Centre,54.93291,-1.612619,NE11 0UE,In service,POD Point
Newcastle University Devonshire Building,54.981209,-1.613098,NE1 7RU,In service,POD Point
Sage UK Limited,55.03432,-1.648391,NE139AA,In service,POD Point
Gateshead College Baltic Campus,54.965666,-1.59742,NE8 3BE,In service,POD Point
Northumbria University Business School,54.976439,-1.604224,NE1 8ST,In service,POD Point
Nissan EAST NMUK Offices,54.921199,-1.467836,SR5 3NS,In service,POD Point
Nissan WEST NMUK Reception,54.920977,-1.471637,SR5 3NS,In service,POD Point
Polar Krush,55.187039,-1.57917,NE63 8QW,In service,Charge Your Car
Durham Way South,54.599618,-1.569274,DL5 6AT,In service,POD Point
Durham Way South,54.599718,-1.569174,DL5 6AT,In service,POD Point
Housing Hartlepool,54.680825,-1.214001,TS24 7QS,In service,POD Point
Darlington Beehive,54.52743,-1.517152,DL1 1YN,In service,POD Point
Belmont House,54.532549,-1.054618,TS147FD,In service,POD Point
Newcastle General Hospital,54.978794,-1.643839,NE4 5PL ,In service,POD Point
Ferry Boat Lane,54.915217,-1.459393,SR5 3JN,In service,POD Point
RMB Toyota,54.544331,-1.318501,TS18 3DZ,In service,POD Point
Wilton Centre Visitors Carpark,54.575629,-1.103458,TS10 4RF,In service,POD Point
Wilton Centre East Carpark,54.575748,-1.099333,TS10 4RF,In service,POD Point
Abbotts Hill,54.966878,-1.594501,NE8 3DF,In service,POD Point
Abbotts Hill,54.966978,-1.594801,NE8 3DF,In service,POD Point
The Greenhouse,54.850072,-1.74215,DH9 7XN,In service,POD Point
Tyne and Wear Fire and Rescue Service HQ,54.908107,-1.487201,SR5 3QY,In service,POD Point
Nissan Battery Plant Car Park,54.923774,-1.463665,SR5 3NS,In service,POD Point
Nissan Battery Plant Car Park,54.923874,-1.463665,SR5 3NS,In service,POD Point
Nissan EAST NMUK Offices,54.921599,-1.467916,SR5 3NS,In service,POD Point
Nissan EAST NMUK Offices,54.921499,-1.467766,SR5 3NS,In service,POD Point
Nissan EAST NMUK Offices,54.921699,-1.467766,SR5 3NS,In service,POD Point
Nissan Main Car Park,54.922144,-1.466691,SR5 3HZ,In service,POD Point
Nissan Main Car Park,54.922144,-1.466791,SR5 3HZ,In service,POD Point
Nissan Main Car Park,54.922144,-1.466891,SR5 3HZ,In service,POD Point
Nissan Main Car Park,54.922144,-1.466991,SR5 3HZ,In service,POD Point
Nissan Hangar Car Park,54.921675,-1.471435,SR5 3NS,In service,POD Point
Nissan Hangar Car Park,54.921675,-1.471635,SR5 3NS,In service,POD Point
Nissan Hangar Car Park,54.921675,-1.471735,SR5 3NS,In service,POD Point
Nissan Hangar Car Park,54.921675,-1.471535,SR5 3NS,In service,POD Point
Vantec Europe,54.916991,-1.48858,SR5 3QZ,In service,POD Point
Middlesbrough College,54.580998,-1.225595,TS2 1AD,In service,Charge Your Car
Farrell House,54.70648,-1.567877,DL16 6NL,In service,POD Point
Middlesbrough College,54.580898,-1.225595,TS2 1AD,In service,Charge Your Car
Cherry Blossom Way,54.918382,-1.486737,SR5 3NT,In service,POD Point
Emprise Business Centre,54.90382,-1.377277,SR2 7DN,In service,POD Point
Trinity Green ,54.989243,-1.441352,NE33 2RL,In service,POD Point
Finchale Road,54.792743,-1.587256,DH1 5JR,In service,POD Point
Northumbria Police,55.031668,-1.580617,NE12 6QN,In service,POD Point
UK Land Estates,54.940335,-1.620068,NE11 0QD,In service,Charge Your Car
Newcastle University Business School,54.974156,-1.622987,NE1 4SE,In service,POD Point
Polar Krush,55.187139,-1.57917,NE63 8QW,In service,Charge Your Car
Stockton Municipal Buildings,54.566662,-1.310634,TS18 1UE,In service,Charge Your Car
Stockton Municipal Buildings,54.566762,-1.310534,TS18 1UE,In service,Charge Your Car
Stockton Municipal Buildings,54.566862,-1.310534,TS18 1UE,In service,Charge Your Car
Stockton Municipal Buildings,54.566962,-1.310534,TS18 1UE,In service,Charge Your Car
Lynn Street Depot,54.686217,-1.204029,TS24,In service,Charge Your Car
Lynn Street Depot,54.686117,-1.204029,TS24,In service,Charge Your Car
Hudson Quays,54.576983,-1.22226,TS3 6RT,In service,POD Point
UK Land Estates,54.940435,-1.620068,NE11 0QD,In service,Charge Your Car
Rivers House,54.574434,-1.225524,TS4 2AF,In service,Charge Your Car
Rivers House,54.574534,-1.225524,TS4 2AF,In service,Charge Your Car
Dyer Engineering,54.854479,-1.729297,DH9 7RU,In service,Charge Your Car
Dyer Engineering,54.854579,-1.729397,DH9 7RU,In service,Charge Your Car
Octagon House,55.012021,-1.499219,NE28 9ND,In service,Charge Your Car
Octagon House,55.011921,-1.499219,NE28 9ND,In service,Charge Your Car
The Northumberland Taxi and Coach Centre,55.127257,-1.522131,NE24 5BW,In service,POD Point
The Northumberland Taxi and Coach Centre,55.127157,-1.522131,NE24 5BW,In service,POD Point
The Northumberland Taxi and Coach Centre,55.127357,-1.522131,NE24 5BW,In service,POD Point
Vic Young Nissan,54.975329,-1.451309,NE34 9QE,In service,Charge Your Car
Tristar House,54.542653,-1.323233,TS18 3SH,In service,Charge Your Car
Sevcon,54.940335,-1.620068,NE11 0QA,In service,Charge Your Car
Sevcon,54.940435,-1.620068,NE11 0QA,In service,Charge Your Car
Tristar House,54.542553,-1.323233,TS18 3SH,In service,Charge Your Car
Housing Hartlepool Front Car Park,54.680423,-1.213973,TS24 7QS,In service,Charge Your Car
Housing Hartlepool Front Car Park,54.680323,-1.213973,TS24 7QS,In service,Charge Your Car
Nestle PLC,55.011472,-1.656127,NE3 3TR,In service,Charge Your Car
Nestle PLC,55.011272,-1.656127,NE3 3TR,In service,Charge Your Car
Nestle PLC,55.011772,-1.656127,NE3 3TR,In service,Charge Your Car
Nestle PLC,55.011372,-1.656727,NE3 3TR,In service,Charge Your Car
Vic Young Nissan,54.975429,-1.451309,NE34 9QE,In service,Charge Your Car
County Durham & Darlington Fire & Rescue,54.786903,-1.536564,DH1 1TW,In service,Charge Your Car
County Durham & Darlington Fire & Rescue,54.786803,-1.536564,DH1 1TW,In service,Charge Your Car
County Durham & Darlington Fire & Rescue,54.786703,-1.536564,DH1 1TW,In service,Charge Your Car
County Durham & Darlington Fire & Rescue,54.786603,-1.536564,DH1 1TW,In service,Charge Your Car
County Durham & Darlington Fire & Rescue,54.786503,-1.536564,DH1 1TW,In service,Charge Your Car
County Durham & Darlington Fire & Rescue,54.786403,-1.536564,DH1 1TW,In service,Charge Your Car
UK Land Estates,54.940335,-1.620068,NE11 0QD,In service,Charge Your Car
UK Land Estates,54.940335,-1.620068,NE11 0QD,In service,Charge Your Car
South Tyneside Homes Viking Industrial Estate,54.984479,-1.497284,NE32 3DP,In service,Charge Your Car
South Tyneside Homes Viking Industrial Estate,54.984579,-1.497284,NE32 3DP,In service,Charge Your Car
Time Central,54.974268,-1.619089,NE1 4BF,In service,Charge Your Car
Time Central,54.974168,-1.619089,NE1 4BF,In service,Charge Your Car
Darlington Memorial Hospital,54.531201,-1.565212,DL3 6HX,In service,Charge Your Car
Darlington Memorial Hospital,54.531501,-1.565212,DL3 6HX,In service,Charge Your Car
Darlington Memorial Hospital,54.531101,-1.565212,DL3 6HX,In service,Charge Your Car
Darlington Memorial Hospital,54.531201,-1.565312,DL3 6HX,In service,Charge Your Car
Middlefields Depot,54.976767,-1.446769,NE33,In service,POD Point
Middlefields Depot,54.976667,-1.446769,NE33,In service,POD Point
Billingham Community Transport Hub,54.607545,-1.278325,TS23 3TA,In service,Charge Your Car
Billingham Community Transport Hub,54.607645,-1.278325,TS23 3TA,In service,Charge Your Car
Billingham Community Transport Hub,54.607345,-1.278325,TS23 3TA,In service,Charge Your Car
Billingham Community Transport Hub,54.607445,-1.278325,TS23 3TA,In service,Charge Your Car
Northfield School and Sports College,54.617636,-1.309439,TS22 5EG,In service,Charge Your Car
Northfield School and Sports College,54.617736,-1.309439,TS22 5EG,In service,Charge Your Car
Northfield School and Sports College,54.617736,-1.309439,TS22 5EG,In service,Charge Your Car
Northfield School and Sports College,54.617736,-1.309539,TS22 5EG,In service,Charge Your Car
City Learning Centre,54.618462,-1.282454,TS23 3QJ,In service,Charge Your Car
City Learning Centre,54.618362,-1.282454,TS23 3QJ,In service,Charge Your Car
Stirling House,54.533509,-1.289589,TS17 9JP,In service,Charge Your Car
Stirling House,54.533409,-1.289589,TS17 9JP,In service,Charge Your Car
Stirling House,54.533309,-1.289589,TS17 9JP,In service,Charge Your Car
Stirling House,54.533209,-1.289589,TS17 9JP,In service,Charge Your Car
Tithebarn House,54.582785,-1.352914,TS19 8RH,In service,Charge Your Car
Tithebarn House,54.582885,-1.352914,TS19 8RH,In service,Charge Your Car
Tithebarn House,54.582685,-1.352914,TS19 8RH,In service,Charge Your Car
Tithebarn House,54.582585,-1.352914,TS19 8RH,In service,Charge Your Car
Allensway ,54.538064,-1.289006,TS17 9HA,In service,Charge Your Car
Allensway ,54.538164,-1.289006,TS17 9HA,In service,Charge Your Car
Allensway ,54.538264,-1.289006,TS17 9HA,In service,Charge Your Car
Allensway ,54.538364,-1.289006,TS17 9HA,In service,Charge Your Car
St Nicholas Hospital,55.007849,-1.634267,NE3 3XT,In service,Charge Your Car
St Nicholas Hospital,55.007749,-1.634267,NE3 3XT,In service,Charge Your Car
Northgate Hospital,55.184175,-1.709825,NE61 3BP,In service,Charge Your Car
Northgate Hospital,55.184275,-1.709825,NE61 3BP,In service,Charge Your Car
Moor Road,54.950058,-1.841344,NE42 5NT,In service,Charge Your Car
Sunderland Royal Hospital ,54.902289,-1.40678,SR4 7TP,In service,Charge Your Car
Sunderland Royal Hospital ,54.902389,-1.40678,SR4 7TP,In service,Charge Your Car
Sunderland Royal Hospital Chester Lodge,54.901552,-1.406987,SR4 7TP,In service,Charge Your Car
Sunderland Royal Hospital Chester Lodge,54.901652,-1.406987,SR4 7TP,In service,Charge Your Car
Sunderland Royal Hospital ,54.902347,-1.410193,SR4 7TP,In service,Charge Your Car
Sunderland Royal Hospital ,54.902447,-1.410193,SR4 7TP,In service,Charge Your Car
Sunderland Royal Hospital Niall Quinn,54.903995,-1.411638,SR4 7TP,In service,Charge Your Car
Sunderland Royal Hospital Niall Quinn,54.903995,-1.411638,SR4 7TP,In service,Charge Your Car
Sunderland Royal Hospital Gum Clinic,54.901037,-1.409008,SR4 7TP,In service,Charge Your Car
Sunderland Royal Hospital Gum Clinic,54.901137,-1.409008,SR4 7TP,In service,Charge Your Car
Sunderland Eye Infirmary,54.888806,-1.381334,SR2 9HP,In service,Charge Your Car
Sunderland Eye Infirmary,54.888806,-1.381434,SR2 9HP,In service,Charge Your Car
Sunderland Children's Centre,54.892445,-1.405839,SR4 7TP,In service,Charge Your Car
Sunderland Children's Centre,54.892445,-1.405939,SR4 7TP,In service,Charge Your Car
West Park Hospital,54.543495,-1.592852,DL2 2TS,In service,Charge Your Car
West Park Hospital,54.543595,-1.592852,DL2 2TS,In service,Charge Your Car
West Park Hospital,54.543695,-1.592852,DL2 2TS,In service,Charge Your Car
West Park Hospital,54.543395,-1.592852,DL2 2TS,In service,Charge Your Car
Tyne Mills Industrial Estate,54.974666,-2.093695,NE46 1XW,In service,Charge Your Car
Tyne Mills Industrial Estate,54.974766,-2.093695,NE46 1XW,In service,Charge Your Car
Newcastle Business Village,55.020102,-1.546101,NE12 9SZ,In service,Charge Your Car
Newcastle Business Village,55.020202,-1.546101,NE12 9SZ,In service,Charge Your Car
Cherry Blossom Way,54.918882,-1.486537,SR5 3NT,In service,Charge Your Car
Cherry Blossom Way,54.918182,-1.486937,SR5 3NT,In service,Charge Your Car
Cherry Blossom Way,54.918682,-1.486637,SR5 3NT,In service,Charge Your Car
Cherry Blossom Way,54.918482,-1.486637,SR5 3NT,In service,Charge Your Car
Cherry Blossom Way,54.918282,-1.486837,SR5 3NT,In service,Charge Your Car
Cherry Blossom Way,54.91853,-1.486837,SR5 3NT,In service,Charge Your Car
Cherry Blossom Way,54.918782,-1.486737,SR5 3NT,In service,Charge Your Car
Cherry Blossom Way,54.918382,-1.486737,SR5 3NT,In service,Charge Your Car
Nestle PLC,55.011072,-1.656327,NE3 3TR,In service,Charge Your Car
Nestle PLC,55.011172,-1.656427,NE3 3TR,In service,Charge Your Car
Nestle PLC,55.011972,-1.656027,NE3 3TR,In service,Charge Your Car
Nestle PLC,55.011872,-1.656227,NE3 3TR,In service,Charge Your Car
Nestle PLC,55.011572,-1.656127,NE3 3TR,In service,Charge Your Car
King George VI Car Park,54.978383,-1.617756,NE1 4LP,In service,Charge Your Car
King George VI Car Park,54.978283,-1.617756,NE1 4LP,In service,Charge Your Car
Holly Wing,54.764231,-1.571311,DH1 3UP,In service,Charge Your Car
Holly Wing,54.764331,-1.571311,DH1 3UP,In service,Charge Your Car
Department Of Psychology Durham University ,54.764768,-1.571432,DH1 3LE,In service,Charge Your Car
Department Of Psychology Durham University ,54.764868,-1.571432,DH1 3LE,In service,Charge Your Car
Durham University Queens Campus,54.563116,-1.296596,TS17 6BH,In service,Charge Your Car
Durham University Queens Campus,54.563216,-1.296596,TS17 6BH,In service,Charge Your Car
College of St Hild and St Bede,54.777366,-1.562825,DH1 1SZ,In service,Charge Your Car
College of St Hild and St Bede,54.777466,-1.562825,DH1 1SZ,In service,Charge Your Car
Seventh Avenue,54.930568,-1.612849,NE11 0HG,In service,POD Point
Newington Road Depot,54.98,-1.5961,NE2 1PX,In service,Charge Your Car
Newington Road Depot,54.98,-1.5962,NE2 1PX,In service,Charge Your Car
Darlington Town Hall,54.52347,-1.552502,DL15QT,In service,POD Point
Benfield Motors,54.953704,-1.558154,NE10 0AZ,In service,POD Point
Northumberland Business Park West,55.065693,-1.593027,NE23 7RH,In service,POD Point
Moor Road,54.950158,-1.841344,NE42 5NT,In service,Charge Your Car
